File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A2_061_LST_Night_1km_doy2020145000000_aid0001,LST_Night_1km,aid0001,2020-05-24,1304.0,294.3,298.38,"(294.3,298.38)",296.2030982,0.5880306,0.34578,296.62,297.6,296.2,294.62,295.8
MOD11A2_061_LST_Night_1km_doy2020153000000_aid0001,LST_Night_1km,aid0001,2020-06-01,2765.0,285.28,298.22,"(285.28,298.22)",295.1364195,1.2969794,1.6821556,295.62,296.66,295.28,293.88,294.92
MOD11A2_061_LST_Night_1km_doy2020161000000_aid0001,LST_Night_1km,aid0001,2020-06-09,3283.0,285.12,298.2,"(285.12,298.2)",294.9560219,1.3101807,1.7165735,295.62,297.18,294.94,293.02,294.58
MOD11A2_061_LST_Night_1km_doy2020169000000_aid0001,LST_Night_1km,aid0001,2020-06-17,944.0,285.38,298.14,"(285.38,298.14)",294.9499364,1.9368964,3.7515678,296.14,298.14,295.54,292.02,294.48
MOD11A2_061_LST_Night_1km_doy2020177000000_aid0001,LST_Night_1km,aid0001,2020-06-25,126.0,287.56,297.12,"(287.56,297.12)",295.1646032,1.3573858,1.8424963,295.85,297.12,295.46,293.6,294.945
MOD11A2_061_LST_Night_1km_doy2020193000000_aid0001,LST_Night_1km,aid0001,2020-07-11,15.0,294.96,296.04,"(294.96,296.04)",295.4826667,0.4283218,0.1834596,296.04,296.04,295.38,294.96,295.12
MOD11A2_061_LST_Night_1km_doy2020201000000_aid0001,LST_Night_1km,aid0001,2020-07-19,258.0,292.16,297.7,"(292.16,297.7)",295.3839535,0.914092,0.8355642,295.93,297.4,295.41,293.42,294.925
MOD11A2_061_LST_Night_1km_doy2020209000000_aid0001,LST_Night_1km,aid0001,2020-07-27,1918.0,279.6,296.92,"(279.6,296.92)",293.3803962,2.2491368,5.0586163,295.04,296.92,293.87,287.96,292.2
MOD11A2_061_LST_Night_1km_doy2020217000000_aid0001,LST_Night_1km,aid0001,2020-08-04,7526.0,285.26,297.7,"(285.26,297.7)",294.3664682,1.1001027,1.2102259,295.14,297.26,294.2,291.6,293.72
MOD11A2_061_LST_Night_1km_doy2020225000000_aid0001,LST_Night_1km,aid0001,2020-08-12,5568.0,287.72,297.38,"(287.72,297.38)",293.6452263,1.7126502,2.9331706,294.88,297.38,294.11,289.54,292.74
MOD11A2_061_LST_Night_1km_doy2020233000000_aid0001,LST_Night_1km,aid0001,2020-08-20,2639.0,285.92,295.32,"(285.92,295.32)",292.0863282,1.1634061,1.3535137,292.68,294.38,292.14,289.84,291.54
MOD11A2_061_LST_Night_1km_doy2020241000000_aid0001,LST_Night_1km,aid0001,2020-08-28,318.0,287.4,295.3,"(287.4,295.3)",293.1762264,1.1503856,1.323387,293.82,295.22,293.4,291.62,292.865
MOD11A2_061_LST_Night_1km_doy2020249000000_aid0001,LST_Night_1km,aid0001,2020-09-05,2445.0,287.16,298.2,"(287.16,298.2)",295.2414806,1.0466687,1.0955154,295.72,297.0,295.42,293.58,294.86
MOD11A2_061_LST_Night_1km_doy2020257000000_aid0001,LST_Night_1km,aid0001,2020-09-13,130.0,292.9,296.94,"(292.9,296.94)",294.7570769,0.923652,0.853133,295.655,296.94,294.53,292.9,294.18
MOD11A2_061_LST_Night_1km_doy2020265000000_aid0001,LST_Night_1km,aid0001,2020-09-21,1974.0,292.92,299.42,"(292.92,299.42)",295.672766,0.8867931,0.786402,296.18,297.6,295.76,293.78,295.22
MOD11A2_061_LST_Night_1km_doy2020273000000_aid0001,LST_Night_1km,aid0001,2020-09-29,3422.0,281.56,298.36,"(281.56,298.36)",294.4981823,1.7562189,3.0843049,295.5,297.7,294.92,291.56,293.92
MOD11A2_061_LST_Night_1km_doy2020281000000_aid0001,LST_Night_1km,aid0001,2020-10-07,1579.0,290.64,298.94,"(290.64,298.94)",295.7957948,1.0674407,1.1394296,296.44,298.06,295.92,293.62,295.24
MOD11A2_061_LST_Night_1km_doy2020289000000_aid0001,LST_Night_1km,aid0001,2020-10-15,793.0,291.54,299.66,"(291.54,299.66)",293.9982346,0.9562025,0.9143232,294.4,295.74,293.98,292.18,293.5
MOD11A2_061_LST_Night_1km_doy2020297000000_aid0001,LST_Night_1km,aid0001,2020-10-23,4169.0,290.96,297.98,"(290.96,297.98)",294.3071,1.1889304,1.4135555,295.14,297.4,294.42,291.36,293.6
MOD11A2_061_LST_Night_1km_doy2020305000000_aid0001,LST_Night_1km,aid0001,2020-10-31,3070.0,282.04,297.76,"(282.04,297.76)",293.1796612,1.5541369,2.4153414,294.46,297.76,292.72,289.84,292.16
MOD11A2_061_LST_Night_1km_doy2020313000000_aid0001,LST_Night_1km,aid0001,2020-11-08,5927.0,284.76,298.12,"(284.76,298.12)",295.381812,1.1787434,1.389436,296.25,298.12,295.6,292.16,294.6
MOD11A2_061_LST_Night_1km_doy2020321000000_aid0001,LST_Night_1km,aid0001,2020-11-16,168.0,289.76,295.5,"(289.76,295.5)",291.7271429,0.928348,0.8618299,292.11,293.38,291.68,290.16,291.26
MOD11A2_061_LST_Night_1km_doy2020329000000_aid0001,LST_Night_1km,aid0001,2020-11-24,7716.0,291.8,298.62,"(291.8,298.62)",295.9607621,0.8761515,0.7676415,296.6,298.0,296.04,293.76,295.46
MOD11A2_061_LST_Night_1km_doy2020337000000_aid0001,LST_Night_1km,aid0001,2020-12-02,7689.0,289.66,299.58,"(289.66,299.58)",296.7536897,1.1680019,1.3642285,297.7,299.58,296.82,293.86,296.16
MOD11A2_061_LST_Night_1km_doy2020345000000_aid0001,LST_Night_1km,aid0001,2020-12-10,1180.0,288.4,299.72,"(288.4,299.72)",295.1021695,1.0982143,1.2060746,295.705,297.18,295.18,293.26,294.72
MOD11A2_061_LST_Night_1km_doy2020353000000_aid0001,LST_Night_1km,aid0001,2020-12-18,7749.0,291.36,298.96,"(291.36,298.96)",295.3103833,1.2054003,1.4529899,296.16,298.7,295.16,291.96,294.46
MOD11A2_061_LST_Night_1km_doy2020361000000_aid0001,LST_Night_1km,aid0001,2020-12-26,4692.0,290.46,297.9,"(290.46,297.9)",294.8241944,1.3102358,1.716718,295.86,297.9,294.94,291.18,293.98
MOD11A2_061_LST_Night_1km_doy2021001000000_aid0001,LST_Night_1km,aid0001,2021-01-01,7709.0,288.14,298.64,"(288.14,298.64)",296.1456998,0.7688627,0.5911498,296.64,297.88,296.24,294.44,295.76
MOD11A2_061_LST_Night_1km_doy2021009000000_aid0001,LST_Night_1km,aid0001,2021-01-09,7731.0,291.52,298.24,"(291.52,298.24)",295.528343,0.944494,0.8920689,296.24,298.24,295.64,292.9,294.9
MOD11A2_061_LST_Night_1km_doy2021017000000_aid0001,LST_Night_1km,aid0001,2021-01-17,7752.0,292.64,298.42,"(292.64,298.42)",295.4759804,0.9779367,0.9563601,296.3,298.42,295.5,292.64,294.74
MOD11A2_061_LST_Night_1km_doy2021025000000_aid0001,LST_Night_1km,aid0001,2021-01-25,7741.0,289.48,297.92,"(289.48,297.92)",295.009283,0.9730868,0.9468979,295.62,297.42,294.9,292.62,294.42
MOD11A2_061_LST_Night_1km_doy2021033000000_aid0001,LST_Night_1km,aid0001,2021-02-02,7523.0,288.24,298.8,"(288.24,298.8)",296.0080261,1.1274178,1.2710709,296.76,298.68,296.18,293.56,295.48
MOD11A2_061_LST_Night_1km_doy2021041000000_aid0001,LST_Night_1km,aid0001,2021-02-10,7709.0,291.42,298.98,"(291.42,298.98)",296.2053989,0.6571318,0.4318222,296.7,298.1,296.24,294.36,295.76
MOD11A2_061_LST_Night_1km_doy2021049000000_aid0001,LST_Night_1km,aid0001,2021-02-18,5654.0,289.3,296.94,"(289.3,296.94)",294.117393,1.0438212,1.0895627,294.8,296.68,294.28,291.36,293.42
MOD11A2_061_LST_Night_1km_doy2021057000000_aid0001,LST_Night_1km,aid0001,2021-02-26,1290.0,288.1,299.04,"(288.1,299.04)",295.299845,1.931306,3.7299429,296.44,299.04,295.56,291.96,294.64
MOD11A2_061_LST_Night_1km_doy2021065000000_aid0001,LST_Night_1km,aid0001,2021-03-06,3777.0,286.2,301.2,"(286.2,301.2)",295.1763516,1.5110157,2.2831686,296.04,297.96,295.42,292.84,294.76
MOD11A2_061_LST_Night_1km_doy2021081000000_aid0001,LST_Night_1km,aid0001,2021-03-22,6393.0,288.76,296.34,"(288.76,296.34)",293.4999562,1.0714357,1.1479745,294.2,296.34,293.64,290.54,292.7
MOD11A2_061_LST_Night_1km_doy2021089000000_aid0001,LST_Night_1km,aid0001,2021-03-30,5557.0,288.3,301.34,"(288.3,301.34)",292.9086737,1.8422081,3.3937308,294.14,297.58,292.58,288.4,291.84
MOD11A2_061_LST_Night_1km_doy2021097000000_aid0001,LST_Night_1km,aid0001,2021-04-07,1194.0,294.36,300.2,"(294.36,300.2)",297.7073702,0.9683919,0.9377829,298.335,300.06,297.8,295.4,297.16
MOD11A2_061_LST_Night_1km_doy2021105000000_aid0001,LST_Night_1km,aid0001,2021-04-15,1352.0,287.86,299.02,"(287.86,299.02)",296.5144083,1.3060959,1.7058865,297.2,298.96,296.76,294.3,296.02
MOD11A2_061_LST_Night_1km_doy2021113000000_aid0001,LST_Night_1km,aid0001,2021-04-23,4746.0,291.2,299.24,"(291.2,299.24)",295.5792204,1.0761388,1.1580748,296.08,297.78,295.38,293.24,294.94
MOD11A2_061_LST_Night_1km_doy2021121000000_aid0001,LST_Night_1km,aid0001,2021-05-01,1082.0,292.78,300.18,"(292.78,300.18)",296.7759519,1.0572952,1.1178731,297.535,299.62,296.8,293.7,296.0
MOD11A2_061_LST_Night_1km_doy2021129000000_aid0001,LST_Night_1km,aid0001,2021-05-09,3472.0,290.2,304.6,"(290.2,304.6)",296.0926325,1.2524751,1.5686938,296.96,299.02,296.2,293.38,295.52
MOD11A2_061_LST_Night_1km_doy2021137000000_aid0001,LST_Night_1km,aid0001,2021-05-17,1615.0,290.56,298.84,"(290.56,298.84)",296.0475913,1.4605729,2.1332731,297.06,298.84,296.6,291.34,294.72
MOD11A2_061_LST_Night_1km_doy2021153000000_aid0001,LST_Night_1km,aid0001,2021-06-02,2501.0,289.66,299.76,"(289.66,299.76)",296.0179048,1.0492655,1.1009581,296.8,299.24,296.04,293.88,295.1
MOD11A2_061_LST_Night_1km_doy2021161000000_aid0001,LST_Night_1km,aid0001,2021-06-10,4551.0,286.76,307.56,"(286.76,307.56)",294.6753637,1.4097899,1.9875077,295.04,296.56,294.32,292.56,294.02
MOD11A2_061_LST_Night_1km_doy2021169000000_aid0001,LST_Night_1km,aid0001,2021-06-18,2596.0,282.38,296.3,"(282.38,296.3)",292.8320647,1.61435,2.6061259,293.64,295.62,292.92,290.44,292.32
MOD11A2_061_LST_Night_1km_doy2021177000000_aid0001,LST_Night_1km,aid0001,2021-06-26,12.0,294.86,295.28,"(294.86,295.28)",295.12,0.1747379,0.0305333,295.28,295.28,295.2,294.86,294.935
MOD11A2_061_LST_Night_1km_doy2021185000000_aid0001,LST_Night_1km,aid0001,2021-07-04,689.0,290.32,298.16,"(290.32,298.16)",295.8797968,1.3140979,1.7268534,296.74,298.16,296.16,293.22,295.28
MOD11A2_061_LST_Night_1km_doy2021193000000_aid0001,LST_Night_1km,aid0001,2021-07-12,38.0,293.68,294.5,"(293.68,294.5)",294.1568421,0.185559,0.0344321,294.29,294.5,294.19,293.84,294.08
MOD11A2_061_LST_Night_1km_doy2021201000000_aid0001,LST_Night_1km,aid0001,2021-07-20,820.0,286.5,297.32,"(286.5,297.32)",291.5473415,2.3147161,5.3579105,293.3,297.32,291.46,286.5,289.79
MOD11A2_061_LST_Night_1km_doy2021209000000_aid0001,LST_Night_1km,aid0001,2021-07-28,1538.0,288.04,297.6,"(288.04,297.6)",293.0971131,1.3866945,1.9229217,294.06,296.74,293.17,289.5,292.2
MOD11A2_061_LST_Night_1km_doy2021217000000_aid0001,LST_Night_1km,aid0001,2021-08-05,1002.0,283.74,296.22,"(283.74,296.22)",292.3608184,2.0733778,4.2988955,293.955,296.22,292.42,287.06,291.145
MOD11A2_061_LST_Night_1km_doy2021225000000_aid0001,LST_Night_1km,aid0001,2021-08-13,1920.0,282.82,297.36,"(282.82,297.36)",294.0794792,2.0979079,4.4012176,295.52,297.36,294.54,289.82,293.135
MOD11A2_061_LST_Night_1km_doy2021233000000_aid0001,LST_Night_1km,aid0001,2021-08-21,945.0,287.12,297.5,"(287.12,297.5)",295.1181799,1.1917011,1.4201516,295.96,297.5,295.42,291.96,294.36
MOD11A2_061_LST_Night_1km_doy2021249000000_aid0001,LST_Night_1km,aid0001,2021-09-06,5539.0,290.22,297.38,"(290.22,297.38)",294.7591406,0.8199218,0.6722718,295.38,297.12,294.52,292.42,294.18
MOD11A2_061_LST_Night_1km_doy2021257000000_aid0001,LST_Night_1km,aid0001,2021-09-14,2948.0,286.02,297.74,"(286.02,297.74)",295.1370217,1.1776201,1.3867891,295.8,297.36,295.28,293.1,294.72
MOD11A2_061_LST_Night_1km_doy2021265000000_aid0001,LST_Night_1km,aid0001,2021-09-22,3511.0,289.2,297.78,"(289.2,297.78)",295.4906864,1.1109418,1.2341917,296.22,297.78,295.6,293.12,294.98
MOD11A2_061_LST_Night_1km_doy2021273000000_aid0001,LST_Night_1km,aid0001,2021-09-30,647.0,293.02,297.14,"(293.02,297.14)",295.477898,0.7551455,0.5702447,296.01,297.14,295.62,294.16,295.19
MOD11A2_061_LST_Night_1km_doy2021281000000_aid0001,LST_Night_1km,aid0001,2021-10-08,6474.0,287.92,299.06,"(287.92,299.06)",295.6795428,1.2830693,1.6462668,296.695,299.06,295.7,292.32,294.94
MOD11A2_061_LST_Night_1km_doy2021289000000_aid0001,LST_Night_1km,aid0001,2021-10-16,3165.0,286.26,298.22,"(286.26,298.22)",295.6029826,1.4554349,2.1182908,296.74,298.22,295.92,291.12,294.44
MOD11A2_061_LST_Night_1km_doy2021297000000_aid0001,LST_Night_1km,aid0001,2021-10-24,2192.0,287.42,297.64,"(287.42,297.64)",295.3469434,0.8024146,0.6438691,295.88,297.44,295.34,293.32,294.84
MOD11A2_061_LST_Night_1km_doy2021305000000_aid0001,LST_Night_1km,aid0001,2021-11-01,1137.0,292.48,298.04,"(292.48,298.04)",294.1836763,1.140393,1.3004962,294.64,296.38,293.74,292.48,293.46
MOD11A2_061_LST_Night_1km_doy2021313000000_aid0001,LST_Night_1km,aid0001,2021-11-09,242.0,285.52,298.52,"(285.52,298.52)",295.6277686,1.9214808,3.6920884,296.795,298.52,295.84,292.84,295.19
MOD11A2_061_LST_Night_1km_doy2021321000000_aid0001,LST_Night_1km,aid0001,2021-11-17,5513.0,289.1,298.26,"(289.1,298.26)",295.6904662,1.360921,1.852106,296.8,298.26,296.0,291.42,294.62
MOD11A2_061_LST_Night_1km_doy2021329000000_aid0001,LST_Night_1km,aid0001,2021-11-25,6347.0,291.48,298.34,"(291.48,298.34)",295.3018371,0.9651451,0.931505,296.14,298.34,295.14,292.3,294.6
MOD11A2_061_LST_Night_1km_doy2021337000000_aid0001,LST_Night_1km,aid0001,2021-12-03,7739.0,290.84,298.76,"(290.84,298.76)",295.2696085,0.8699387,0.7567933,295.98,297.92,295.24,292.54,294.6
MOD11A2_061_LST_Night_1km_doy2021345000000_aid0001,LST_Night_1km,aid0001,2021-12-11,7631.0,290.66,298.16,"(290.66,298.16)",294.7029223,0.8879539,0.7884621,295.36,297.18,294.74,292.26,294.12
MOD11A2_061_LST_Night_1km_doy2021353000000_aid0001,LST_Night_1km,aid0001,2021-12-19,7733.0,293.1,297.66,"(293.1,297.66)",295.1538471,0.8461689,0.7160018,295.84,297.66,295.06,293.1,294.44
MOD11A2_061_LST_Night_1km_doy2021361000000_aid0001,LST_Night_1km,aid0001,2021-12-27,3482.0,290.18,298.08,"(290.18,298.08)",295.0976852,1.9280693,3.7174512,296.62,298.08,295.48,291.38,294.52
MOD11A2_061_LST_Night_1km_doy2022001000000_aid0001,LST_Night_1km,aid0001,2022-01-01,7029.0,290.24,298.64,"(290.24,298.64)",295.2221596,1.2820079,1.6435443,296.12,298.64,295.22,291.54,294.28
MOD11A2_061_LST_Night_1km_doy2022009000000_aid0001,LST_Night_1km,aid0001,2022-01-09,6169.0,290.38,298.02,"(290.38,298.02)",296.0207262,0.7228074,0.5224506,296.5,297.82,296.1,294.3,295.62
MOD11A2_061_LST_Night_1km_doy2022017000000_aid0001,LST_Night_1km,aid0001,2022-01-17,7745.0,292.22,299.0,"(292.22,299.0)",295.516705,1.1521169,1.3273733,296.34,298.68,295.66,292.24,294.7
MOD11A2_061_LST_Night_1km_doy2022025000000_aid0001,LST_Night_1km,aid0001,2022-01-25,7565.0,288.6,297.42,"(288.6,297.42)",293.6443093,1.2863178,1.6546136,294.66,297.42,293.46,289.72,292.68
MOD11A2_061_LST_Night_1km_doy2022033000000_aid0001,LST_Night_1km,aid0001,2022-02-02,7751.0,291.42,297.94,"(291.42,297.94)",294.5738692,1.1603419,1.3463933,295.64,297.94,294.58,291.42,293.56
MOD11A2_061_LST_Night_1km_doy2022041000000_aid0001,LST_Night_1km,aid0001,2022-02-10,7749.0,294.32,299.18,"(294.32,299.18)",296.3621138,0.6022211,0.3626703,296.72,297.86,296.28,294.82,295.96
MOD11A2_061_LST_Night_1km_doy2022049000000_aid0001,LST_Night_1km,aid0001,2022-02-18,7623.0,288.76,298.72,"(288.76,298.72)",295.4214692,1.445335,2.0889931,296.7,298.72,295.14,290.6,294.24
MOD11A2_061_LST_Night_1km_doy2022057000000_aid0001,LST_Night_1km,aid0001,2022-02-26,7736.0,292.92,298.9,"(292.92,298.9)",296.6014452,0.7214918,0.5205504,297.04,298.24,296.62,295.04,296.24
MOD11A2_061_LST_Night_1km_doy2022073000000_aid0001,LST_Night_1km,aid0001,2022-03-14,3253.0,290.8,296.98,"(290.8,296.98)",293.9920012,0.6853547,0.469711,294.34,295.44,293.96,292.5,293.6
MOD11A2_061_LST_Night_1km_doy2022081000000_aid0001,LST_Night_1km,aid0001,2022-03-22,856.0,291.76,295.22,"(291.76,295.22)",293.8669159,0.6281815,0.394612,294.32,295.22,293.96,292.58,293.615
MOD11A2_061_LST_Night_1km_doy2022089000000_aid0001,LST_Night_1km,aid0001,2022-03-30,5869.0,283.94,299.4,"(283.94,299.4)",295.2786778,1.6545373,2.7374936,296.3,298.6,295.38,292.42,294.74
MOD11A2_061_LST_Night_1km_doy2022097000000_aid0001,LST_Night_1km,aid0001,2022-04-07,3016.0,293.76,298.96,"(293.76,298.96)",296.4174337,0.8888891,0.7901238,297.06,298.84,296.52,294.06,295.86
MOD11A2_061_LST_Night_1km_doy2022105000000_aid0001,LST_Night_1km,aid0001,2022-04-15,70.0,293.48,298.04,"(293.48,298.04)",295.5325714,1.4738411,2.1722077,296.615,298.04,296.31,293.48,293.6
MOD11A2_061_LST_Night_1km_doy2022113000000_aid0001,LST_Night_1km,aid0001,2022-04-23,6094.0,289.86,297.36,"(289.86,297.36)",294.33085,1.4205492,2.0179601,295.42,297.36,294.72,290.42,293.42
MOD11A2_061_LST_Night_1km_doy2022121000000_aid0001,LST_Night_1km,aid0001,2022-05-01,1275.0,285.9,293.9,"(285.9,293.9)",290.122698,1.2336913,1.5219943,290.72,292.18,290.32,288.28,289.74
MOD11A2_061_LST_Night_1km_doy2022129000000_aid0001,LST_Night_1km,aid0001,2022-05-09,6985.0,290.16,298.82,"(290.16,298.82)",295.7295175,0.817068,0.6676002,296.3,297.88,295.8,293.66,295.24
MOD11A2_061_LST_Night_1km_doy2022137000000_aid0001,LST_Night_1km,aid0001,2022-05-17,310.0,287.82,297.28,"(287.82,297.28)",295.1861935,1.5113055,2.2840442,296.06,297.28,295.68,293.6,295.02
MOD11A2_061_LST_Night_1km_doy2022145000000_aid0001,LST_Night_1km,aid0001,2022-05-25,7671.0,291.06,297.72,"(291.06,297.72)",294.8423309,0.9694002,0.9397368,295.78,297.72,294.54,291.84,294.04
MOD11A2_061_LST_Night_1km_doy2022153000000_aid0001,LST_Night_1km,aid0001,2022-06-02,5347.0,288.36,297.8,"(288.36,297.8)",294.5546587,1.3415432,1.7997382,295.8,297.8,294.38,290.02,293.38
MOD11A2_061_LST_Night_1km_doy2022161000000_aid0001,LST_Night_1km,aid0001,2022-06-10,120.0,292.96,296.56,"(292.96,296.56)",294.9968333,0.672592,0.45238,295.45,296.56,294.98,293.6,294.675
MOD11A2_061_LST_Night_1km_doy2022177000000_aid0001,LST_Night_1km,aid0001,2022-06-26,664.0,291.82,297.48,"(291.82,297.48)",295.8155723,0.9034354,0.8161955,296.44,297.48,296.0,293.86,295.34
MOD11A2_061_LST_Night_1km_doy2022193000000_aid0001,LST_Night_1km,aid0001,2022-07-12,3744.0,281.52,296.58,"(281.52,296.58)",292.6062553,2.3419987,5.4849578,294.44,296.58,293.0,287.26,291.56
MOD11A2_061_LST_Night_1km_doy2022201000000_aid0001,LST_Night_1km,aid0001,2022-07-20,101.0,290.9,293.12,"(290.9,293.12)",292.2681188,0.4492474,0.2018232,292.54,293.12,292.32,291.4,292.06
MOD11A2_061_LST_Night_1km_doy2022209000000_aid0001,LST_Night_1km,aid0001,2022-07-28,4005.0,285.04,298.24,"(285.04,298.24)",294.1091785,1.8544855,3.4391166,295.52,298.24,294.36,289.0,292.9
MOD11A2_061_LST_Night_1km_doy2022225000000_aid0001,LST_Night_1km,aid0001,2022-08-13,7530.0,288.72,297.04,"(288.72,297.04)",294.5855193,0.9923188,0.9846967,295.36,297.04,294.54,291.86,293.96
MOD11A2_061_LST_Night_1km_doy2022233000000_aid0001,LST_Night_1km,aid0001,2022-08-21,7549.0,282.84,298.3,"(282.84,298.3)",295.0577216,1.2360537,1.5278289,296.04,298.3,294.96,291.7,294.3
MOD11A2_061_LST_Night_1km_doy2022241000000_aid0001,LST_Night_1km,aid0001,2022-08-29,962.0,279.74,296.36,"(279.74,296.36)",291.4168191,2.3249872,5.4055653,292.74,295.78,292.01,288.34,290.68
MOD11A2_061_LST_Night_1km_doy2022249000000_aid0001,LST_Night_1km,aid0001,2022-09-06,4627.0,274.5,297.04,"(274.5,297.04)",291.4956473,2.2062013,4.8673243,292.48,295.42,291.7,287.58,290.52
MOD11A2_061_LST_Night_1km_doy2022257000000_aid0001,LST_Night_1km,aid0001,2022-09-14,2280.0,277.16,294.82,"(277.16,294.82)",292.7666228,2.0557711,4.2261949,293.82,294.82,293.46,291.14,292.74
MOD11A2_061_LST_Night_1km_doy2022265000000_aid0001,LST_Night_1km,aid0001,2022-09-22,217.0,293.14,297.08,"(293.14,297.08)",295.6682028,0.7284812,0.5306848,296.12,297.08,295.78,294.46,295.42
MOD11A2_061_LST_Night_1km_doy2022273000000_aid0001,LST_Night_1km,aid0001,2022-09-30,2390.0,276.4,297.02,"(276.4,297.02)",293.5641172,1.7423215,3.0356841,294.28,295.78,293.68,291.74,293.26
MOD11A2_061_LST_Night_1km_doy2022297000000_aid0001,LST_Night_1km,aid0001,2022-10-24,6341.0,286.78,298.36,"(286.78,298.36)",294.0823309,1.8122286,3.2841724,295.82,298.36,293.28,288.56,292.68
MOD11A2_061_LST_Night_1km_doy2022305000000_aid0001,LST_Night_1km,aid0001,2022-11-01,2898.0,285.38,298.56,"(285.38,298.56)",294.9400828,1.4949169,2.2347765,295.815,297.72,295.18,292.4,294.445
MOD11A2_061_LST_Night_1km_doy2022313000000_aid0001,LST_Night_1km,aid0001,2022-11-09,116.0,290.96,296.9,"(290.96,296.9)",294.627069,1.2176214,1.4826018,295.1,295.64,294.87,294.26,294.665
MOD11A2_061_LST_Night_1km_doy2022321000000_aid0001,LST_Night_1km,aid0001,2022-11-17,7743.0,292.96,298.28,"(292.96,298.28)",295.9686091,0.7248465,0.5254025,296.48,298.02,295.92,293.92,295.44
MOD11A2_061_LST_Night_1km_doy2022329000000_aid0001,LST_Night_1km,aid0001,2022-11-25,6627.0,290.28,299.26,"(290.28,299.26)",295.8411076,1.3658287,1.865488,297.08,299.26,295.66,291.14,294.68
MOD11A2_061_LST_Night_1km_doy2022337000000_aid0001,LST_Night_1km,aid0001,2022-12-03,7323.0,286.84,298.36,"(286.84,298.36)",294.9932132,1.5546618,2.4169734,296.04,298.36,295.0,290.86,293.96
MOD11A2_061_LST_Night_1km_doy2022345000000_aid0001,LST_Night_1km,aid0001,2022-12-11,7751.0,292.5,299.7,"(292.5,299.7)",295.9441698,0.9821733,0.9646643,296.66,298.7,295.88,293.1,295.22
MOD11A2_061_LST_Night_1km_doy2022353000000_aid0001,LST_Night_1km,aid0001,2022-12-19,7748.0,291.04,297.96,"(291.04,297.96)",294.5267656,1.4258965,2.0331807,295.88,297.96,294.28,291.04,293.4
MOD11A2_061_LST_Night_1km_doy2022361000000_aid0001,LST_Night_1km,aid0001,2022-12-27,7732.0,289.34,299.2,"(289.34,299.2)",294.2927419,1.6746543,2.8044669,295.54,299.2,293.92,289.34,292.94
MOD11A2_061_LST_Night_1km_doy2023001000000_aid0001,LST_Night_1km,aid0001,2023-01-01,7743.0,292.14,297.64,"(292.14,297.64)",294.8132558,1.0965951,1.2025209,295.58,297.64,294.86,292.14,293.96
MOD11A2_061_LST_Night_1km_doy2023009000000_aid0001,LST_Night_1km,aid0001,2023-01-09,7752.0,290.12,304.36,"(290.12,304.36)",293.7675645,1.4606752,2.1335721,295.12,299.06,293.72,290.12,292.4
MOD11A2_061_LST_Night_1km_doy2023017000000_aid0001,LST_Night_1km,aid0001,2023-01-17,7710.0,292.94,300.1,"(292.94,300.1)",296.444262,1.1364196,1.2914495,297.04,299.16,296.2,293.5,295.62
MOD11A2_061_LST_Night_1km_doy2023025000000_aid0001,LST_Night_1km,aid0001,2023-01-25,7746.0,294.58,299.3,"(294.58,299.3)",296.7027033,0.7956076,0.6329915,297.42,299.3,296.5,294.58,296.06
MOD11A2_061_LST_Night_1km_doy2023033000000_aid0001,LST_Night_1km,aid0001,2023-02-02,7743.0,291.8,298.84,"(291.8,298.84)",295.9349735,0.6472277,0.4189037,296.34,297.62,295.92,294.2,295.48
MOD11A2_061_LST_Night_1km_doy2023041000000_aid0001,LST_Night_1km,aid0001,2023-02-10,7752.0,292.98,298.3,"(292.98,298.3)",295.5999097,0.9543058,0.9106996,296.36,298.3,295.62,292.98,294.94
MOD11A2_061_LST_Night_1km_doy2023049000000_aid0001,LST_Night_1km,aid0001,2023-02-18,7749.0,293.66,297.94,"(293.66,297.94)",295.4693225,0.5637741,0.3178413,295.86,297.06,295.48,293.86,295.06
MOD11A2_061_LST_Night_1km_doy2023057000000_aid0001,LST_Night_1km,aid0001,2023-02-26,3194.0,290.42,298.46,"(290.42,298.46)",296.9092674,0.6660137,0.4435742,297.28,298.24,297.02,295.68,296.64
MOD11A2_061_LST_Night_1km_doy2023065000000_aid0001,LST_Night_1km,aid0001,2023-03-06,4569.0,287.24,301.44,"(287.24,301.44)",296.3095163,1.7600107,3.0976376,297.58,301.0,296.52,291.84,295.28
MOD11A2_061_LST_Night_1km_doy2023073000000_aid0001,LST_Night_1km,aid0001,2023-03-14,5189.0,291.36,300.26,"(291.36,300.26)",296.3411216,1.3517947,1.8273488,297.52,300.26,296.14,291.6,295.12
MOD11A2_061_LST_Night_1km_doy2023089000000_aid0001,LST_Night_1km,aid0001,2023-03-30,1621.0,293.12,298.7,"(293.12,298.7)",296.6811968,1.0388863,1.0792847,297.6,298.7,296.92,293.12,295.66
MOD11A2_061_LST_Night_1km_doy2023097000000_aid0001,LST_Night_1km,aid0001,2023-04-07,1293.0,288.5,300.1,"(288.5,300.1)",296.9047022,1.444406,2.0863086,297.78,300.1,297.16,293.82,296.18
